# BUSCO version is: 5.6.1 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
20893at4891	Complete	ptg000004l	160916	162415	+	290.7	267	https://v10-1.orthodb.org/?query=20893at4891	Histone methyltransferase complex subunit ASH2
20912at4891	Complete	ptg000004l	378012	375472	-	348.4	486	https://v10-1.orthodb.org/?query=20912at4891	Cullin homology domain
20921at4891	Complete	ptg000001l	117778	116861	-	442.0	229	https://v10-1.orthodb.org/?query=20921at4891	MPN domain
20960at4891	Complete	ptg000007l	730278	731201	+	484.8	257	https://v10-1.orthodb.org/?query=20960at4891	Mitochondrial carrier domain superfamily
20998at4891	Complete	ptg000006l	422701	421565	-	352.3	235	https://v10-1.orthodb.org/?query=20998at4891	Arrestin, C-terminal
21019at4891	Complete	ptg000011l	717072	715945	-	307.8	269	https://v10-1.orthodb.org/?query=21019at4891	RNA 2-O ribose methyltransferase, substrate binding
21022at4891	Complete	ptg000014l	459093	459869	+	249.6	177	https://v10-1.orthodb.org/?query=21022at4891	Fumarylacetoacetase-like, C-terminal
21024at4891	Complete	ptg000003l	716750	715887	-	252.3	215	https://v10-1.orthodb.org/?query=21024at4891	Ribosomal protein L24
21089at4891	Complete	ptg000003l	157824	154234	-	458.1	554	https://v10-1.orthodb.org/?query=21089at4891	Peptidase M16, middle/third domain
21145at4891	Complete	ptg000002l	270280	269156	-	361.1	280	https://v10-1.orthodb.org/?query=21145at4891	Tetratricopeptide repeat
21150at4891	Duplicated	ptg000015l	97194	98498	+	492.3	297	https://v10-1.orthodb.org/?query=21150at4891	Oxysterol-binding protein
21150at4891	Duplicated	ptg000017l	228400	227105	-	478.4	297	https://v10-1.orthodb.org/?query=21150at4891	Oxysterol-binding protein
21155at4891	Complete	ptg000011l	247635	246259	-	300.5	258	https://v10-1.orthodb.org/?query=21155at4891	RNA-binding domain superfamily
21160at4891	Complete	ptg000014l	175008	173680	-	338.5	236	https://v10-1.orthodb.org/?query=21160at4891	RNA recognition motif domain
21169at4891	Complete	ptg000005l	1210894	1212252	+	266.2	261	https://v10-1.orthodb.org/?query=21169at4891	UBX domain
21182at4891	Complete	ptg000011l	827504	826524	-	488.9	279	https://v10-1.orthodb.org/?query=21182at4891	Probable mitochondrial transport protein
21192at4891	Complete	ptg000008l	86993	88045	+	326.9	232	https://v10-1.orthodb.org/?query=21192at4891	Mitochondrial carrier domain superfamily
21227at4891	Complete	ptg000007l	46185	45370	-	394.1	224	https://v10-1.orthodb.org/?query=21227at4891	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
21248at4891	Complete	ptg000005l	1111737	1112960	+	368.0	283	https://v10-1.orthodb.org/?query=21248at4891	tRNA-specific 2-thiouridylase
21253at4891	Complete	ptg000009l	280473	279154	-	431.0	308	https://v10-1.orthodb.org/?query=21253at4891	3-oxoacyl-
21260at4891	Complete	ptg000016l	252911	251454	-	348.6	295	https://v10-1.orthodb.org/?query=21260at4891	Protein Ice2
21277at4891	Complete	ptg000005l	677915	679567	+	346.6	310	https://v10-1.orthodb.org/?query=21277at4891	Helicase, C-terminal
21297at4891	Complete	ptg000011l	380611	381618	+	204.9	236	https://v10-1.orthodb.org/?query=21297at4891	WD40 repeat
21312at4891	Complete	ptg000005l	275407	273962	-	578.2	331	https://v10-1.orthodb.org/?query=21312at4891	SH3 domain
21346at4891	Complete	ptg000003l	268744	267749	-	282.5	213	https://v10-1.orthodb.org/?query=21346at4891	TFIIH subunit Tfb4/GTF2H3
21370at4891	Complete	ptg000008l	826106	828037	+	218.0	255	https://v10-1.orthodb.org/?query=21370at4891	Vacuolar fusion protein Mon1
21396at4891	Complete	ptg000003l	229739	228735	-	483.6	295	https://v10-1.orthodb.org/?query=21396at4891	Transcription factor TFIIB
21428at4891	Complete	ptg000005l	82357	84321	+	863.0	553	https://v10-1.orthodb.org/?query=21428at4891	Pumilio homology domain
21431at4891	Complete	ptg000006l	648754	650814	+	587.9	446	https://v10-1.orthodb.org/?query=21431at4891	Histone-lysine N-methyltransferase
21450at4891	Complete	ptg000002l	292046	293050	+	197.3	174	https://v10-1.orthodb.org/?query=21450at4891	S-adenosyl-L-methionine-dependent methyltransferase
21465at4891	Complete	ptg000014l	292335	291466	-	444.4	252	https://v10-1.orthodb.org/?query=21465at4891	Brix domain
21467at4891	Complete	ptg000007l	436921	436034	-	344.5	233	https://v10-1.orthodb.org/?query=21467at4891	Glucose-6-phosphate 1-epimerase
21470at4891	Complete	ptg000007l	359126	358212	-	259.9	212	https://v10-1.orthodb.org/?query=21470at4891	Rab-GTPase-TBC domain
21506at4891	Complete	ptg000008l	47501	46029	-	271.4	344	https://v10-1.orthodb.org/?query=21506at4891	MIF4G-like domain superfamily
21513at4891	Complete	ptg000003l	118446	120101	+	415.2	328	https://v10-1.orthodb.org/?query=21513at4891	CCAAT-binding factor
21530at4891	Complete	ptg000013l	36860	35961	-	447.8	246	https://v10-1.orthodb.org/?query=21530at4891	Tetrapyrrole methylase
21543at4891	Complete	ptg000003l	292530	291499	-	194.2	174	https://v10-1.orthodb.org/?query=21543at4891	TIP41-like protein
21550at4891	Complete	ptg000017l	111510	113003	+	198.1	196	https://v10-1.orthodb.org/?query=21550at4891	Las1
21579at4891	Complete	ptg000006l	299359	298349	-	274.8	234	https://v10-1.orthodb.org/?query=21579at4891	MEMO1 family
21583at4891	Complete	ptg000004l	316961	315939	-	207.8	191	https://v10-1.orthodb.org/?query=21583at4891	F-box-like domain superfamily
21590at4891	Complete	ptg000005l	48521	47430	-	269.7	244	https://v10-1.orthodb.org/?query=21590at4891	GRASP55/65
21604at4891	Complete	ptg000007l	304554	303073	-	427.9	362	https://v10-1.orthodb.org/?query=21604at4891	tRNA modification GTPase MnmE
21612at4891	Complete	ptg000009l	183805	185415	+	235.1	279	https://v10-1.orthodb.org/?query=21612at4891	Protoporphyrinogen oxidase
21615at4891	Complete	ptg000001l	192124	192981	+	243.2	178	https://v10-1.orthodb.org/?query=21615at4891	P-loop containing nucleoside triphosphate hydrolase
21621at4891	Complete	ptg000013l	111454	112419	+	401.6	240	https://v10-1.orthodb.org/?query=21621at4891	Ccc1 family
21629at4891	Complete	ptg000005l	1373873	1374778	+	166.4	133	https://v10-1.orthodb.org/?query=21629at4891	Protein of unknown function DUF2343
21634at4891	Complete	ptg000008l	795371	794256	-	339.7	258	https://v10-1.orthodb.org/?query=21634at4891	Nucleic acid-binding, OB-fold
21678at4891	Complete	ptg000007l	645252	644167	-	234.8	175	https://v10-1.orthodb.org/?query=21678at4891	XPA
21707at4891	Complete	ptg000005l	1108106	1106526	-	241.0	290	https://v10-1.orthodb.org/?query=21707at4891	Zinc finger C2H2-type
21711at4891	Complete	ptg000008l	512112	511075	-	216.7	190	https://v10-1.orthodb.org/?query=21711at4891	Phosphatidate cytidylyltransferase, mitochondrial
21732at4891	Complete	ptg000005l	27527	26475	-	337.1	236	https://v10-1.orthodb.org/?query=21732at4891	Type II pantothenate kinase
21752at4891	Complete	ptg000011l	627215	626433	-	451.0	225	https://v10-1.orthodb.org/?query=21752at4891	Proteasome, subunit alpha/beta
21766at4891	Complete	ptg000008l	140791	141702	+	493.7	237	https://v10-1.orthodb.org/?query=21766at4891	Band 7 domain
21808at4891	Complete	ptg000014l	330315	328585	-	349.1	330	https://v10-1.orthodb.org/?query=21808at4891	Actin patch protein 1
21825at4891	Complete	ptg000002l	648091	648978	+	367.6	216	https://v10-1.orthodb.org/?query=21825at4891	GTP cyclohydrolase II
21866at4891	Complete	ptg000014l	733698	734552	+	363.9	249	https://v10-1.orthodb.org/?query=21866at4891	ATP11
21910at4891	Complete	ptg000013l	58264	59019	+	397.7	197	https://v10-1.orthodb.org/?query=21910at4891	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
21922at4891	Complete	ptg000005l	1078284	1077304	-	464.4	217	https://v10-1.orthodb.org/?query=21922at4891	Fibrillarin
21940at4891	Complete	ptg000011l	715549	714134	-	304.9	316	https://v10-1.orthodb.org/?query=21940at4891	Similar to Saccharomyces cerevisiae YOR198C BFR1 Component of mRNP complexes associated with polyribosomes
21962at4891	Complete	ptg000008l	35547	36485	+	404.9	248	https://v10-1.orthodb.org/?query=21962at4891	Glycoside hydrolase family 17
21977at4891	Complete	ptg000011l	207239	208720	+	410.6	251	https://v10-1.orthodb.org/?query=21977at4891	Ribose-phosphate pyrophosphokinase
21981at4891	Complete	ptg000007l	467435	468715	+	291.4	267	https://v10-1.orthodb.org/?query=21981at4891	Mur-like, catalytic domain superfamily
21992at4891	Complete	ptg000014l	519744	521108	+	200.3	210	https://v10-1.orthodb.org/?query=21992at4891	PH-like domain superfamily
21996at4891	Duplicated	ptg000005l	516587	515763	-	217.8	182	https://v10-1.orthodb.org/?query=21996at4891	Hydroxyacylglutathione hydrolase, C-terminal domain
21996at4891	Duplicated	ptg000011l	408026	408871	+	216.4	173	https://v10-1.orthodb.org/?query=21996at4891	Hydroxyacylglutathione hydrolase, C-terminal domain
22023at4891	Complete	ptg000002l	261393	260353	-	438.9	266	https://v10-1.orthodb.org/?query=22023at4891	Very-long-chain 3-oxoacyl-CoA reductase
22040at4891	Complete	ptg000014l	155526	156626	+	338.4	298	https://v10-1.orthodb.org/?query=22040at4891	Ribosomal protein L27
22073at4891	Complete	ptg000015l	235419	234349	-	388.6	218	https://v10-1.orthodb.org/?query=22073at4891	K Homology domain, type 1
22093at4891	Complete	ptg000007l	834618	833245	-	383.1	305	https://v10-1.orthodb.org/?query=22093at4891	Amidase
22104at4891	Duplicated	ptg000011l	873897	876134	+	525.5	454	https://v10-1.orthodb.org/?query=22104at4891	Chs5p-Arf1p binding
22104at4891	Duplicated	ptg000007l	722048	724216	+	492.1	451	https://v10-1.orthodb.org/?query=22104at4891	Chs5p-Arf1p binding
22146at4891	Complete	ptg000002l	502650	501721	-	409.9	248	https://v10-1.orthodb.org/?query=22146at4891	ATP synthase subunit gamma
22190at4891	Complete	ptg000017l	465549	463669	-	444.5	324	https://v10-1.orthodb.org/?query=22190at4891	RNA polymerase I specific transcription initiation factor RRN3
22221at4891	Complete	ptg000002l	604916	603762	-	132.4	115	https://v10-1.orthodb.org/?query=22221at4891	Formyl transferase, N-terminal
22230at4891	Complete	ptg000006l	302587	301127	-	264.6	259	https://v10-1.orthodb.org/?query=22230at4891	DNA polymerase alpha/delta/epsilon, subunit B
22236at4891	Complete	ptg000011l	1010284	1008716	-	325.9	290	https://v10-1.orthodb.org/?query=22236at4891	Phosphodiesterase
22266at4891	Complete	ptg000017l	504973	506181	+	300.7	225	https://v10-1.orthodb.org/?query=22266at4891	Lariat debranching enzyme, C-terminal
22293at4891	Complete	ptg000014l	259097	259945	+	311.7	237	https://v10-1.orthodb.org/?query=22293at4891	Porin domain superfamily
22298at4891	Complete	ptg000002l	682432	681584	-	274.5	224	https://v10-1.orthodb.org/?query=22298at4891	NSF attachment protein
22304at4891	Complete	ptg000005l	1401102	1402001	+	473.4	255	https://v10-1.orthodb.org/?query=22304at4891	Mitochondrial carrier domain superfamily
22313at4891	Complete	ptg000017l	456446	455481	-	414.3	249	https://v10-1.orthodb.org/?query=22313at4891	Mitochondrial carrier domain superfamily
22335at4891	Complete	ptg000004l	53753	52272	-	119.1	106	https://v10-1.orthodb.org/?query=22335at4891	Pre-mRNA-splicing factor 19
22342at4891	Complete	ptg000008l	347035	349173	+	226.6	324	https://v10-1.orthodb.org/?query=22342at4891	U3 small nucleolar RNA-associated protein 8
22345at4891	Complete	ptg000003l	122024	124120	+	435.4	359	https://v10-1.orthodb.org/?query=22345at4891	Kinesin motor domain
22352at4891	Complete	ptg000008l	1055896	1053167	-	453.8	543	https://v10-1.orthodb.org/?query=22352at4891	Exocyst complex component EXOC6/Sec15
22375at4891	Complete	ptg000008l	90339	91736	+	456.3	347	https://v10-1.orthodb.org/?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6
22380at4891	Complete	ptg000008l	799424	801082	+	439.6	406	https://v10-1.orthodb.org/?query=22380at4891	Ubiquitin system component CUE
22393at4891	Complete	ptg000003l	207521	206661	-	513.3	236	https://v10-1.orthodb.org/?query=22393at4891	Proteasome B-type subunit
22405at4891	Complete	ptg000010l	225325	226254	+	450.8	264	https://v10-1.orthodb.org/?query=22405at4891	Septin
22419at4891	Complete	ptg000006l	668924	667767	-	314.9	271	https://v10-1.orthodb.org/?query=22419at4891	Glycosyltransferase 34
22429at4891	Complete	ptg000001l	106088	104610	-	430.6	324	https://v10-1.orthodb.org/?query=22429at4891	Ubiquitin specific protease, conserved site
22443at4891	Complete	ptg000006l	168487	169395	+	511.0	260	https://v10-1.orthodb.org/?query=22443at4891	Mitochondrial carrier protein
22450at4891	Duplicated	ptg000008l	1032197	1031205	-	464.0	266	https://v10-1.orthodb.org/?query=22450at4891	GDP-mannose transporter
22450at4891	Duplicated	ptg000009l	230627	229671	-	453.5	266	https://v10-1.orthodb.org/?query=22450at4891	GDP-mannose transporter
22513at4891	Complete	ptg000016l	242258	243301	+	354.9	220	https://v10-1.orthodb.org/?query=22513at4891	DNA/pantothenate metabolism flavoprotein, C-terminal
22516at4891	Complete	ptg000008l	507295	506213	-	374.4	246	https://v10-1.orthodb.org/?query=22516at4891	Ubiquitin fusion degradation protein 1
22532at4891	Complete	ptg000006l	412608	411352	-	126.5	212	https://v10-1.orthodb.org/?query=22532at4891	Snf7 family
22538at4891	Complete	ptg000014l	306545	304929	-	519.0	336	https://v10-1.orthodb.org/?query=22538at4891	Mitochondrial carrier protein
22615at4891	Complete	ptg000003l	818777	819730	+	341.0	210	https://v10-1.orthodb.org/?query=22615at4891	Dolichyl-phosphate beta-glucosyltransferase
22625at4891	Complete	ptg000005l	468989	468057	-	395.9	235	https://v10-1.orthodb.org/?query=22625at4891	Fatty acid hydroxylase
22637at4891	Complete	ptg000003l	291170	289953	-	450.9	298	https://v10-1.orthodb.org/?query=22637at4891	Translation initiation factor IF2/IF5
22645at4891	Complete	ptg000014l	407842	409299	+	442.7	299	https://v10-1.orthodb.org/?query=22645at4891	RNA-binding S4 domain
22775at4891	Complete	ptg000002l	102618	101479	-	324.6	260	https://v10-1.orthodb.org/?query=22775at4891	WD40/YVTN repeat-like-containing domain superfamily
22807at4891	Complete	ptg000003l	346802	347536	+	451.1	214	https://v10-1.orthodb.org/?query=22807at4891	Eukaryotic translation initiation factor 6
22819at4891	Complete	ptg000005l	303444	304478	+	391.4	233	https://v10-1.orthodb.org/?query=22819at4891	Golgi phosphoprotein 3-like
22821at4891	Complete	ptg000017l	507866	508873	+	260.8	212	https://v10-1.orthodb.org/?query=22821at4891	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
22833at4891	Complete	ptg000011l	433135	434319	+	208.4	227	https://v10-1.orthodb.org/?query=22833at4891	SGS domain
22851at4891	Complete	ptg000014l	555468	557231	+	409.9	358	https://v10-1.orthodb.org/?query=22851at4891	Zinc finger C2H2-type
22859at4891	Complete	ptg000002l	666449	665727	-	340.8	183	https://v10-1.orthodb.org/?query=22859at4891	Proteasome, subunit alpha/beta
22870at4891	Complete	ptg000013l	364745	363888	-	326.7	210	https://v10-1.orthodb.org/?query=22870at4891	Carbon-nitrogen hydrolase
22884at4891	Complete	ptg000006l	56165	57241	+	506.0	309	https://v10-1.orthodb.org/?query=22884at4891	Homoserine dehydrogenase
22920at4891	Complete	ptg000013l	340285	341220	+	442.1	253	https://v10-1.orthodb.org/?query=22920at4891	Ribosomal protein L10P
22930at4891	Complete	ptg000003l	385267	384170	-	325.9	272	https://v10-1.orthodb.org/?query=22930at4891	Histone acetyltransferase type B catalytic subunit
23023at4891	Complete	ptg000003l	308344	306119	-	444.8	378	https://v10-1.orthodb.org/?query=23023at4891	Zinc finger, PHD-type
23029at4891	Complete	ptg000009l	117374	118165	+	420.6	236	https://v10-1.orthodb.org/?query=23029at4891	Orotidine 5'-phosphate decarboxylase
23053at4891	Complete	ptg000011l	555209	554163	-	274.2	281	https://v10-1.orthodb.org/?query=23053at4891	Leo1-like protein
23077at4891	Complete	ptg000013l	543243	544160	+	173.3	177	https://v10-1.orthodb.org/?query=23077at4891	Ribosomal protein L47, mitochondrial
23089at4891	Complete	ptg000003l	674877	673804	-	390.8	260	https://v10-1.orthodb.org/?query=23089at4891	Serine/threonine-protein phosphatase 2A activator
23143at4891	Complete	ptg000003l	53725	54693	+	388.8	248	https://v10-1.orthodb.org/?query=23143at4891	Terpenoid cyclases/Protein prenyltransferase
23175at4891	Complete	ptg000003l	264239	265003	+	334.2	217	https://v10-1.orthodb.org/?query=23175at4891	Chorismate mutase
23197at4891	Complete	ptg000011l	200874	199735	-	142.1	205	https://v10-1.orthodb.org/?query=23197at4891	Inositol polyphosphate-related phosphatase
23222at4891	Complete	ptg000001l	227942	228703	+	387.0	217	https://v10-1.orthodb.org/?query=23222at4891	Phosphomannomutase
23226at4891	Complete	ptg000004l	39428	38637	-	415.3	205	https://v10-1.orthodb.org/?query=23226at4891	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
23232at4891	Complete	ptg000011l	955636	954668	-	205.7	158	https://v10-1.orthodb.org/?query=23232at4891	RNA polymerase Rpb7-like , N-terminal
23253at4891	Complete	ptg000008l	802842	801496	-	278.7	302	https://v10-1.orthodb.org/?query=23253at4891	WD40/YVTN repeat-like-containing domain superfamily
23265at4891	Complete	ptg000003l	809734	807671	-	437.6	323	https://v10-1.orthodb.org/?query=23265at4891	Protein adenylyltransferase SelO
23266at4891	Complete	ptg000005l	268746	270614	+	674.7	450	https://v10-1.orthodb.org/?query=23266at4891	Ubiquitin-activating enzyme
23312at4891	Complete	ptg000015l	370519	369248	-	466.4	287	https://v10-1.orthodb.org/?query=23312at4891	Peptidase M14, carboxypeptidase A
23339at4891	Complete	ptg000017l	200464	202089	+	348.4	339	https://v10-1.orthodb.org/?query=23339at4891	RBR-type E3 ubiquitin transferase
23340at4891	Complete	ptg000003l	230081	231370	+	119.3	214	https://v10-1.orthodb.org/?query=23340at4891	WD40/YVTN repeat-like-containing domain superfamily
23345at4891	Complete	ptg000017l	382322	381171	-	352.6	288	https://v10-1.orthodb.org/?query=23345at4891	Protein of unknown function DUF4448
23351at4891	Complete	ptg000002l	686138	687652	+	377.9	264	https://v10-1.orthodb.org/?query=23351at4891	Histone acetyltransferase
23355at4891	Complete	ptg000007l	826585	827637	+	141.8	160	https://v10-1.orthodb.org/?query=23355at4891	Aminotransferase class IV
23357at4891	Complete	ptg000016l	216525	218921	+	461.4	545	https://v10-1.orthodb.org/?query=23357at4891	Exocyst complex component EXOC3/Sec6
23379at4891	Complete	ptg000017l	152083	152886	+	259.6	181	https://v10-1.orthodb.org/?query=23379at4891	Histidine phosphatase superfamily
23380at4891	Complete	ptg000008l	95131	95910	+	458.0	223	https://v10-1.orthodb.org/?query=23380at4891	Proteasome endopeptidase complex
23386at4891	Complete	ptg000016l	40442	41503	+	237.6	206	https://v10-1.orthodb.org/?query=23386at4891	Dual specificity phosphatase
23392at4891	Complete	ptg000011l	494409	495434	+	355.0	225	https://v10-1.orthodb.org/?query=23392at4891	Zinc finger, CCCH-type
23410at4891	Complete	ptg000011l	276487	275264	-	297.2	262	https://v10-1.orthodb.org/?query=23410at4891	Programmed cell death protein 2, C-terminal
23507at4891	Complete	ptg000017l	577011	575632	-	473.3	309	https://v10-1.orthodb.org/?query=23507at4891	Orn/DAP/Arg decarboxylase 2, N-terminal
23560at4891	Complete	ptg000007l	282488	284056	+	154.7	261	https://v10-1.orthodb.org/?query=23560at4891	Bud22 domain
23588at4891	Complete	ptg000005l	618183	616180	-	321.7	441	https://v10-1.orthodb.org/?query=23588at4891	Glucosidase 2 subunit beta
23590at4891	Complete	ptg000013l	502170	504254	+	127.9	261	https://v10-1.orthodb.org/?query=23590at4891	G-patch domain
23591at4891	Complete	ptg000011l	250326	251078	+	340.6	183	https://v10-1.orthodb.org/?query=23591at4891	Proteasome endopeptidase complex
23635at4891	Complete	ptg000016l	97236	96445	-	351.8	202	https://v10-1.orthodb.org/?query=23635at4891	Cytosolic Fe-S cluster assembly factor CFD1
23699at4891	Complete	ptg000004l	343821	345014	+	244.1	243	https://v10-1.orthodb.org/?query=23699at4891	Ribonuclease H superfamily
23723at4891	Complete	ptg000008l	182658	183425	+	272.5	202	https://v10-1.orthodb.org/?query=23723at4891	Electron transfer flavoprotein, beta subunit
23739at4891	Complete	ptg000017l	252601	253617	+	81.8	107	https://v10-1.orthodb.org/?query=23739at4891	Ribonuclease H superfamily
23741at4891	Complete	ptg000004l	321512	322543	+	448.5	293	https://v10-1.orthodb.org/?query=23741at4891	NAD(P)-binding domain superfamily
23747at4891	Complete	ptg000010l	104094	102883	-	212.9	190	https://v10-1.orthodb.org/?query=23747at4891	Zinc finger, RING-type
23750at4891	Complete	ptg000002l	690905	692113	+	260.9	227	https://v10-1.orthodb.org/?query=23750at4891	TatD family
23784at4891	Complete	ptg000011l	339457	338522	-	323.2	173	https://v10-1.orthodb.org/?query=23784at4891	Ribosome biogenesis protein
23839at4891	Complete	ptg000002l	696258	694990	-	256.7	201	https://v10-1.orthodb.org/?query=23839at4891	SEP domain
23884at4891	Complete	ptg000016l	369231	370157	+	316.8	214	https://v10-1.orthodb.org/?query=23884at4891	Pantoate-beta-alanine ligase
23894at4891	Complete	ptg000009l	479086	478082	-	371.5	256	https://v10-1.orthodb.org/?query=23894at4891	Metal-dependent protein hydrolase
23912at4891	Complete	ptg000008l	335734	334964	-	378.8	201	https://v10-1.orthodb.org/?query=23912at4891	Proteasome endopeptidase complex
23913at4891	Complete	ptg000009l	196608	197705	+	456.9	266	https://v10-1.orthodb.org/?query=23913at4891	Guanine nucleotide binding protein, alpha subunit
23956at4891	Complete	ptg000004l	360590	361942	+	328.2	213	https://v10-1.orthodb.org/?query=23956at4891	Zinc finger, CCHC-type
23964at4891	Complete	ptg000008l	864728	866512	+	355.6	358	https://v10-1.orthodb.org/?query=23964at4891	Mannosyltransferase
23973at4891	Complete	ptg000011l	717415	718068	+	326.0	174	https://v10-1.orthodb.org/?query=23973at4891	Imidazoleglycerol-phosphate dehydratase
23976at4891	Complete	ptg000008l	67873	69255	+	362.4	193	https://v10-1.orthodb.org/?query=23976at4891	GTP cyclohydrolase I
24034at4891	Complete	ptg000005l	266897	265887	-	382.9	231	https://v10-1.orthodb.org/?query=24034at4891	Transcription initiation factor IID, subunit 13
24073at4891	Complete	ptg000017l	83399	82467	-	455.9	247	https://v10-1.orthodb.org/?query=24073at4891	Tetrahydrofolate dehydrogenase/cyclohydrolase
24077at4891	Complete	ptg000014l	648804	650477	+	241.9	259	https://v10-1.orthodb.org/?query=24077at4891	GDP/GTP exchange factor Sec2, N-terminal
24095at4891	Complete	ptg000003l	890569	889031	-	423.8	312	https://v10-1.orthodb.org/?query=24095at4891	Uncharacterised protein family UPF0662
24098at4891	Complete	ptg000003l	748457	747261	-	362.2	258	https://v10-1.orthodb.org/?query=24098at4891	NAD kinase
24114at4891	Complete	ptg000001l	18401	17580	-	198.4	200	https://v10-1.orthodb.org/?query=24114at4891	Proteasome component (PCI) domain
24120at4891	Complete	ptg000011l	597803	596871	-	169.4	161	https://v10-1.orthodb.org/?query=24120at4891	Thiamine pyrophosphokinase
24124at4891	Complete	ptg000006l	371251	372225	+	263.9	241	https://v10-1.orthodb.org/?query=24124at4891	Geranylgeranyl transferase type-2 subunit alpha
24143at4891	Complete	ptg000008l	308050	306842	-	397.4	261	https://v10-1.orthodb.org/?query=24143at4891	Protein of unknown function DUF2838
24162at4891	Complete	ptg000006l	455343	453508	-	309.3	443	https://v10-1.orthodb.org/?query=24162at4891	DnaJ domain
24207at4891	Complete	ptg000005l	758046	757255	-	155.7	142	https://v10-1.orthodb.org/?query=24207at4891	RWD domain
24230at4891	Complete	ptg000015l	398030	399727	+	303.7	331	https://v10-1.orthodb.org/?query=24230at4891	Peroxin domain
24240at4891	Complete	ptg000002l	78687	79379	+	299.6	189	https://v10-1.orthodb.org/?query=24240at4891	Alpha-N-methyltransferase NTM1
24249at4891	Complete	ptg000012l	158745	159506	+	215.6	153	https://v10-1.orthodb.org/?query=24249at4891	Cytochrome c heme lyase
24255at4891	Complete	ptg000017l	186025	185180	-	184.6	172	https://v10-1.orthodb.org/?query=24255at4891	DNA-directed RNA polymerase III subunit Rpc5
24271at4891	Complete	ptg000008l	189537	190667	+	517.6	280	https://v10-1.orthodb.org/?query=24271at4891	Choline-phosphate cytidylyltransferase
24305at4891	Complete	ptg000013l	32747	30138	-	568.7	609	https://v10-1.orthodb.org/?query=24305at4891	Exocyst complex component EXOC5/Sec10
24318at4891	Complete	ptg000013l	441456	442262	+	233.0	209	https://v10-1.orthodb.org/?query=24318at4891	ATPase assembly factor ATP10
24320at4891	Complete	ptg000017l	81260	82291	+	377.1	244	https://v10-1.orthodb.org/?query=24320at4891	Brix domain
24329at4891	Complete	ptg000006l	81676	82680	+	153.2	175	https://v10-1.orthodb.org/?query=24329at4891	Lysine methyltransferase
24360at4891	Complete	ptg000015l	224521	223676	-	271.1	207	https://v10-1.orthodb.org/?query=24360at4891	RNase P subunit p30
24376at4891	Complete	ptg000005l	379206	378424	-	323.4	221	https://v10-1.orthodb.org/?query=24376at4891	Ribosomal protein S15
24398at4891	Complete	ptg000003l	709067	710860	+	541.8	414	https://v10-1.orthodb.org/?query=24398at4891	Nuclear RNA export factor
24421at4891	Complete	ptg000016l	257731	258465	+	215.1	163	https://v10-1.orthodb.org/?query=24421at4891	Mitochondrial ribosomal protein S25
24461at4891	Complete	ptg000014l	740179	739328	-	306.5	219	https://v10-1.orthodb.org/?query=24461at4891	Alpha/Beta hydrolase fold
24498at4891	Complete	ptg000002l	764392	763604	-	208.1	146	https://v10-1.orthodb.org/?query=24498at4891	Thioesterase domain
24559at4891	Complete	ptg000002l	284839	283985	-	263.6	191	https://v10-1.orthodb.org/?query=24559at4891	Ribosomal protein S5 domain 2-type fold
24579at4891	Complete	ptg000004l	405048	406289	+	416.7	306	https://v10-1.orthodb.org/?query=24579at4891	Proline dehydrogenase
24588at4891	Complete	ptg000005l	411570	413108	+	156.5	262	https://v10-1.orthodb.org/?query=24588at4891	Rabenosyn, Rab binding domain
24610at4891	Complete	ptg000001l	193167	194273	+	130.4	149	https://v10-1.orthodb.org/?query=24610at4891	Protein kinase domain
24621at4891	Complete	ptg000002l	361194	359860	-	336.2	271	https://v10-1.orthodb.org/?query=24621at4891	Chitobiosyldiphosphodolichol beta-mannosyltransferase
24627at4891	Complete	ptg000008l	245877	247337	+	578.8	389	https://v10-1.orthodb.org/?query=24627at4891	Squalene epoxidase
24629at4891	Complete	ptg000007l	82067	81318	-	389.6	217	https://v10-1.orthodb.org/?query=24629at4891	Proteasome endopeptidase complex
24643at4891	Complete	ptg000005l	1406092	1405235	-	405.8	222	https://v10-1.orthodb.org/?query=24643at4891	tRNA (guanine-N(7)-)-methyltransferase
24646at4891	Complete	ptg000007l	22256	23185	+	384.8	235	https://v10-1.orthodb.org/?query=24646at4891	P-loop containing nucleoside triphosphate hydrolase
24692at4891	Complete	ptg000011l	1014209	1013346	-	399.6	217	https://v10-1.orthodb.org/?query=24692at4891	Proteasome endopeptidase complex
24693at4891	Complete	ptg000016l	137497	138270	+	292.9	203	https://v10-1.orthodb.org/?query=24693at4891	1-(5-phosphoribosyl)-5-
24709at4891	Complete	ptg000014l	208254	209417	+	288.1	245	https://v10-1.orthodb.org/?query=24709at4891	WD40-repeat-containing domain
24785at4891	Complete	ptg000003l	636784	635894	-	534.0	267	https://v10-1.orthodb.org/?query=24785at4891	Ribosomal protein L5 eukaryotic/L18 archaeal
